reference_product,unit,process_role,category,dataset_count
deep well closure,meter,transformation,energy/Electricity by fuel/Geothermal/Transformation/Infrastructure,1
"deep well, drilled, for geothermal power",meter,market,energy/Electricity by fuel/Geothermal/Market/Infrastructure,1
"deep well, drilled, for geothermal power",meter,transformation,energy/Electricity by fuel/Geothermal/Transformation/Infrastructure,21
"deep well, for geothermal power, onshore, 6000m",meter,market,energy/Electricity by fuel/Geothermal/Market/Infrastructure,1
"deep well, for geothermal power, onshore, 6000m",meter,transformation,energy/Electricity by fuel/Geothermal/Transformation/Infrastructure,1
"degreasing, metal part in alkaline bath",square meter,market,processing/Metals/Metal working/Market,1
"degreasing, metal part in alkaline bath",square meter,transformation,processing/Metals/Metal working/Transformation,2
"deinked pulp, wet lap",kilogram,market,material/Chemicals/Others/Market,1
"deinked pulp, wet lap",kilogram,transformation,material/Chemicals/Others/Transformation,2
"deinking emulsion, in paper production",kilogram,market,material/Chemicals/Others/Market,2
"deinking emulsion, in paper production",kilogram,market,material/Others/Obsolete,1
"deinking emulsion, in paper production",kilogram,transformation,material/Chemicals/Others/Transformation,2
"delimbing/sorting, excavator-based processor",hour,market,processing/Wood/Market,1
"delimbing/sorting, excavator-based processor",hour,transformation,processing/Wood/Transformation,2
"demersal fish, fresh",kilogram,market,material/Agricultural/Animal production/Fish/Market,1
"demersal fish, fresh",kilogram,transformation,material/Agricultural/Animal production/Fish/Transformation,6
diammonium phosphate,kilogram,market,material/Chemicals/Fertilisers (inorganic)/Market,4
diammonium phosphate,kilogram,transformation,material/Chemicals/Fertilisers (inorganic)/Transformation,4
diazine-compound,kilogram,market,material/Chemicals/Pesticides/Market,1
diazine-compound,kilogram,transformation,material/Chemicals/Pesticides/Transformation,2
diazole-compound,kilogram,market,material/Chemicals/Pesticides/Market,1
diazole-compound,kilogram,transformation,material/Chemicals/Pesticides/Transformation,2
diborane,kilogram,market,material/Chemicals/Inorganic/Market,1
diborane,kilogram,transformation,material/Chemicals/Inorganic/Transformation,1
dichlobenil,kilogram,market,material/Chemicals/Organic/Market,1
dichlobenil,kilogram,transformation,material/Chemicals/Organic/Transformation,1
dichloromethane,kilogram,market,material/Chemicals/Organic/Market,2
dichloromethane,kilogram,market,material/Others/Obsolete,1
dichloromethane,kilogram,transformation,material/Chemicals/Organic/Transformation,2
dichloropropene,kilogram,market,material/Chemicals/Inorganic/Market,1
dichloropropene,kilogram,market,waste treatment/Others/Obsolete,1
dichloropropene,kilogram,transformation,material/Chemicals/Inorganic/Transformation,2
dicyclopentadiene based unsaturated polyester resin,kilogram,market,material/Chemicals/Organic/Market,1
dicyclopentadiene based unsaturated polyester resin,kilogram,transformation,material/Chemicals/Organic/Transformation,2
diesel,kilogram,market,material/Fuels/Oil/Diesel/Market,10
diesel,kilogram,transformation,material/Fuels/Oil/Diesel/Market/Import,5
diesel,kilogram,transformation,material/Fuels/Oil/Diesel/Transformation,8
diesel,kilogram,transformation,material/Others/Obsolete,1
"diesel, burned in agricultural machinery",megajoule,market,energy/Heat/Oil/Market,1
"diesel, burned in agricultural machinery",megajoule,transformation,energy/Mechanical/Transformation,1
"diesel, burned in building machine",megajoule,market,energy/Mechanical/Market,1
"diesel, burned in building machine",megajoule,transformation,energy/Mechanical/Transformation,1
"diesel, burned in diesel-electric generating set",megajoule,market,energy/Others/Obsolete,1
"diesel, burned in diesel-electric generating set",megajoule,transformation,material/Others/Obsolete,1
"diesel, burned in diesel-electric generating set, 10MW",megajoule,market,energy/Mechanical/Market,1
"diesel, burned in diesel-electric generating set, 10MW",megajoule,transformation,energy/Mechanical/Transformation,1
"diesel, burned in diesel-electric generating set, 10MW, for oil and gas extraction",megajoule,market,energy/Mechanical/Market,1
"diesel, burned in diesel-electric generating set, 10MW, for oil and gas extraction",megajoule,transformation,energy/Mechanical/Transformation,1
"diesel, burned in diesel-electric generating set, 18.5kW",megajoule,market,energy/Mechanical/Market,1
"diesel, burned in diesel-electric generating set, 18.5kW",megajoule,transformation,energy/Mechanical/Transformation,1
"diesel, burned in fishing vessel",megajoule,market,energy/Mechanical/Market,1
"diesel, burned in fishing vessel",megajoule,transformation,energy/Mechanical/Transformation,1
"diesel, low-sulfur",kilogram,market,material/Fuels/Oil/Diesel/Market,10
"diesel, low-sulfur",kilogram,transformation,material/Fuels/Oil/Diesel/Market/Import,6
"diesel, low-sulfur",kilogram,transformation,material/Fuels/Oil/Diesel/Transformation,9
"diesel, low-sulfur",kilogram,transformation,material/Others/Obsolete,1
diesel-electric generating set production 10MW,megajoule,market,energy/Others/Obsolete,1
diesel-electric generating set production 10MW,unit,market,energy/Others/Obsolete,1
diesel-electric generating set production 10MW,unit,transformation,energy/Others/Obsolete,2
"diesel-electric generating set, 10MW",unit,market,energy/Mechanical/Market/Infrastructure,1
"diesel-electric generating set, 10MW",unit,transformation,energy/Mechanical/Transformation/Infrastructure,2
"diesel-electric generating set, 10MW",unit,transformation,energy/Others/Obsolete,2
"diesel-electric generating set, 18.5kW",unit,market,energy/Mechanical/Market/Infrastructure,1
"diesel-electric generating set, 18.5kW",unit,transformation,energy/Mechanical/Transformation/Infrastructure,1
diethanolamine,kilogram,market,material/Chemicals/Organic/Market,1
diethanolamine,kilogram,transformation,material/Chemicals/Organic/Transformation,2
"diethyl ether, without water, in 99.95% solution state",kilogram,market,material/Chemicals/Organic/Market,2
"diethyl ether, without water, in 99.95% solution state",kilogram,market,material/Others/Obsolete,1
"diethyl ether, without water, in 99.95% solution state",kilogram,transformation,material/Chemicals/Organic/Transformation,3
diethylene glycol,kilogram,market,material/Chemicals/Organic/Market,1
diethylene glycol,kilogram,transformation,material/Chemicals/Organic/Transformation,2
digester sludge,kilogram,market,material/Chemicals/Organic/Market,1
digester sludge,kilogram,market,waste treatment/Others/Obsolete,1
digester sludge,kilogram,transformation,material/Chemicals/Organic/Transformation,1
dimethenamide,kilogram,market,material/Chemicals/Pesticides/Market,1
dimethenamide,kilogram,transformation,material/Chemicals/Pesticides/Transformation,2
dimethyl carbonate,kilogram,market,material/Chemicals/Organic/Market,1
dimethyl carbonate,kilogram,transformation,material/Chemicals/Organic/Transformation,2
dimethyl ether,kilogram,market,material/Chemicals/Organic/Market,2
dimethyl ether,kilogram,market,material/Others/Obsolete,1
dimethyl ether,kilogram,transformation,material/Chemicals/Organic/Transformation,2
dimethyl hexanediol,kilogram,market,material/Chemicals/Organic/Market,1
dimethyl hexanediol,kilogram,transformation,material/Chemicals/Organic/Transformation,1
dimethyl hexynediol,kilogram,market,material/Chemicals/Organic/Market,1
dimethyl hexynediol,kilogram,transformation,material/Chemicals/Organic/Transformation,1
dimethyl malonate,kilogram,market,material/Chemicals/Organic/Market,1
dimethyl malonate,kilogram,transformation,material/Chemicals/Organic/Transformation,2
dimethyl sulfate,kilogram,market,material/Chemicals/Organic/Market,2
dimethyl sulfate,kilogram,market,material/Others/Obsolete,1
dimethyl sulfate,kilogram,transformation,material/Chemicals/Organic/Transformation,2
dimethyl sulfide,kilogram,market,material/Chemicals/Organic/Market,1
dimethyl sulfide,kilogram,transformation,material/Chemicals/Organic/Transformation,2
dimethyl sulfoxide,kilogram,market,material/Chemicals/Organic/Market,1
dimethyl sulfoxide,kilogram,transformation,material/Chemicals/Organic/Transformation,2
dimethylacetamide,kilogram,market,material/Chemicals/Organic/Market,1
dimethylacetamide,kilogram,transformation,material/Chemicals/Organic/Transformation,1
dimethylamine,kilogram,market,material/Chemicals/Organic/Market,2
dimethylamine,kilogram,market,material/Others/Obsolete,1
dimethylamine,kilogram,transformation,material/Chemicals/Organic/Transformation,2
dimethylamine borane,kilogram,market,material/Chemicals/Organic/Market,1
dimethylamine borane,kilogram,transformation,material/Chemicals/Organic/Transformation,1
dimethylaminopropylamine,kilogram,market,material/Chemicals/Organic/Market,1
dimethylaminopropylamine,kilogram,transformation,material/Chemicals/Organic/Transformation,2
dimethyldichlorosilane,kilogram,market,material/Chemicals/Inorganic/Market,1
dimethyldichlorosilane,kilogram,transformation,material/Chemicals/Inorganic/Transformation,1
dinitroaniline-compound,kilogram,market,material/Chemicals/Pesticides/Market,1
dinitroaniline-compound,kilogram,transformation,material/Chemicals/Pesticides/Transformation,2
dinitrogen tetroxide,kilogram,market,material/Chemicals/Inorganic/Market,1
dinitrogen tetroxide,kilogram,transformation,material/Chemicals/Inorganic/Transformation,1
dioctyl adipate,kilogram,market,material/Chemicals/Organic/Market,1
dioctyl adipate,kilogram,transformation,material/Chemicals/Organic/Transformation,1
dioctyl terephthalate,kilogram,market,material/Chemicals/Organic/Market,1
dioctyl terephthalate,kilogram,transformation,material/Chemicals/Organic/Transformation,1
"diode, auxilliaries and energy use",kilogram,market,material/Electronics/Component/Market,1
"diode, auxilliaries and energy use",kilogram,transformation,material/Electronics/Component/Transformation,1
"diode, glass-, for surface-mounting",kilogram,market,material/Electronics/Component/Market,1
"diode, glass-, for surface-mounting",kilogram,transformation,material/Electronics/Component/Transformation,1
"diode, glass-, for through-hole mounting",kilogram,market,material/Electronics/Component/Market,1
"diode, glass-, for through-hole mounting",kilogram,transformation,material/Electronics/Component/Transformation,1
dioxane,kilogram,market,material/Chemicals/Organic/Market,2
dioxane,kilogram,market,material/Others/Obsolete,1
dioxane,kilogram,transformation,material/Chemicals/Organic/Transformation,2
diphenylether-compound,kilogram,market,material/Chemicals/Pesticides/Market,1
diphenylether-compound,kilogram,transformation,material/Chemicals/Pesticides/Transformation,2
dipropyl amine,kilogram,market,material/Chemicals/Organic/Market,1
dipropyl amine,kilogram,transformation,material/Chemicals/Organic/Transformation,2
dipropylene glycol monomethyl ether,kilogram,market,material/Chemicals/Organic/Market,2
dipropylene glycol monomethyl ether,kilogram,market,material/Others/Obsolete,1
dipropylene glycol monomethyl ether,kilogram,transformation,material/Chemicals/Organic/Transformation,2
dishwasher,unit,market,material/Appliances/Market/Infrastructure,1
dishwasher,unit,transformation,material/Appliances/Transformation/Infrastructure,1
"disk drive, CD/DVD, ROM, for desktop computer",unit,market,material/Electronics/Module/Market,1
"disk drive, CD/DVD, ROM, for desktop computer",unit,transformation,material/Electronics/Module/Transformation,1
"disk drive, CD/DVD, ROM, for laptop computer",unit,market,material/Electronics/Module/Market,1
"disk drive, CD/DVD, ROM, for laptop computer",unit,transformation,material/Electronics/Module/Transformation,1
disodium disulphite,kilogram,market,material/Chemicals/Inorganic/Market,1
disodium disulphite,kilogram,transformation,material/Chemicals/Inorganic/Transformation,1
"display, cathode ray tube, 17 inches",unit,market,material/Electronics/Devices/Market,1
