name,reference product,location,unit,outcome,previous_confidence,candidate_confidence,candidate_deprecated,candidate_geographic_proxy,evidence,previous_target,candidate_target,candidate_method,candidate_reasoning,lineage_kind,lineage_scope,lineage_file,lineage_source,lineage_comment,lineage_fit,lineage_confidence,lineage_flags,screening_flags,followup_outcome,followup_reason,final_confidence
"treatment of fly ash and scrubber sludge, hazardous waste incineration, with energy recovery",fly ash and scrubber sludge,RoW,kilogram,same_target,0.210746,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, refinery sludge, 89.5% water, to hazardous waste incineration"", ""reference product"": ""Disposal, refinery sludge, 89.5% water, to hazardous waste incineration"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, refinery sludge, 89.5% water, to hazardous waste incineration"", ""reference product"": ""Disposal, refinery sludge, 89.5% water, to hazardous waste incineration"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""treatment of fly ash and scrubber sludge, hazardous waste incineration, with energy recovery"", ""reference product"": ""fly ash and scrubber sludge"", ""unit"": ""kilogram""}",,rough proxy,0.4,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,geographic_proxy; waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.210746
"market for sewage sludge, 70% water, WWT-SLF, lignite ash","sewage sludge, 70% water, WWT-SLF, lignite ash",GLO,kilogram,same_target,0.211032,0.4,False,True,Both mappings select the identical target.,"{""location"": ""AT"", ""name"": ""Disposal, lignite ash, 0% water, to opencast refill"", ""reference product"": ""Disposal, lignite ash, 0% water, to opencast refill"", ""unit"": ""kilogram""}","{""location"": ""AT"", ""name"": ""Disposal, lignite ash, 0% water, to opencast refill"", ""reference product"": ""Disposal, lignite ash, 0% water, to opencast refill"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for sewage sludge, 70% water, WWT-SLF, lignite ash"", ""reference product"": ""sewage sludge, 70% water, WWT-SLF, lignite ash"", ""unit"": ""kilogram""}",,rough proxy,0.4,,geographic_proxy; waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.211032
"sawdust, wet, measured as dry mass to generic market for residual softwood, wet","residual softwood, wet",CA-QC,cubic meter,same_target,0.211098,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""reference product"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""unit"": ""cubic meter""}","{""location"": ""CH"", ""name"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""reference product"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""unit"": ""cubic meter""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""sawdust, wet, measured as dry mass to generic market for residual softwood, wet"", ""reference product"": ""residual softwood, wet"", ""unit"": ""cubic meter""}",,,1.0,choice_inherited_without_exact_source_review,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.211098
"sawdust, wet, measured as dry mass to generic market for residual softwood, wet","residual softwood, wet",Europe without Switzerland,cubic meter,same_target,0.211098,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""reference product"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""unit"": ""cubic meter""}","{""location"": ""CH"", ""name"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""reference product"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""unit"": ""cubic meter""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""sawdust, wet, measured as dry mass to generic market for residual softwood, wet"", ""reference product"": ""residual softwood, wet"", ""unit"": ""cubic meter""}",,,1.0,choice_inherited_without_exact_source_review,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.211098
"sawdust, wet, measured as dry mass to generic market for residual softwood, wet","residual softwood, wet",RoW,cubic meter,same_target,0.211098,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""reference product"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""unit"": ""cubic meter""}","{""location"": ""CH"", ""name"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""reference product"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""unit"": ""cubic meter""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""sawdust, wet, measured as dry mass to generic market for residual softwood, wet"", ""reference product"": ""residual softwood, wet"", ""unit"": ""cubic meter""}",,,1.0,choice_inherited_without_exact_source_review,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.211098
"basic oxygen furnace dust, for recovery to generic market for supplementary cementitious materials",supplementary cementitious materials,RER,kilogram,same_target,0.21131,0.4,False,False,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Basic oxygen furnace slag, at plant"", ""reference product"": ""Basic oxygen furnace slag, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Basic oxygen furnace slag, at plant"", ""reference product"": ""Basic oxygen furnace slag, at plant"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""basic oxygen furnace dust, for recovery to generic market for supplementary cementitious materials"", ""reference product"": ""supplementary cementitious materials"", ""unit"": ""kilogram""}",,rough proxy,0.4,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.21131
"biomethane production, high pressure from synthetic gas, wood, fixed bed technology","biomethane, high pressure",RoW,cubic meter,same_target,0.211579,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Synthetic gas, from wood, at fixed bed gasifier"", ""reference product"": ""Synthetic gas, from wood, at fixed bed gasifier"", ""unit"": ""cubic meter""}","{""location"": ""CH"", ""name"": ""Synthetic gas, from wood, at fixed bed gasifier"", ""reference product"": ""Synthetic gas, from wood, at fixed bed gasifier"", ""unit"": ""cubic meter""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""biomethane production, high pressure from synthetic gas, wood, fixed bed technology"", ""reference product"": ""biomethane, high pressure"", ""unit"": ""cubic meter""}",,,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.211579
market for wheat flour mix,wheat flour mix,GLO,kilogram,same_target,0.21172,0.7,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Wheat IP, at feed mill"", ""reference product"": ""Wheat IP, at feed mill"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Wheat IP, at feed mill"", ""reference product"": ""Wheat IP, at feed mill"", ""unit"": ""kilogram""}",review,[Manual] good proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for wheat flour mix"", ""reference product"": ""wheat flour mix"", ""unit"": ""kilogram""}",,good proxy,0.7,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.21172
"market for bottom ash, MSWI-WWT-SLF, hard coal ash","bottom ash, MSWI-WWT-SLF, hard coal ash",GLO,kilogram,same_target,0.211831,0.4,False,False,Both mappings select the identical target.,"{""location"": ""GLO"", ""name"": ""Disposal, tailings from hard coal milling, in impoundment"", ""reference product"": ""Disposal, tailings from hard coal milling, in impoundment"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Disposal, tailings from hard coal milling, in impoundment"", ""reference product"": ""Disposal, tailings from hard coal milling, in impoundment"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for bottom ash, MSWI-WWT-SLF, hard coal ash"", ""reference product"": ""bottom ash, MSWI-WWT-SLF, hard coal ash"", ""unit"": ""kilogram""}",,rough proxy,0.4,,waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.211831
"bark chips, wet, measured as dry mass to generic market for residual hardwood, wet","residual softwood, wet",CA-QC,cubic meter,same_target,0.211836,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""reference product"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""unit"": ""cubic meter""}","{""location"": ""CH"", ""name"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""reference product"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""unit"": ""cubic meter""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""bark chips, wet, measured as dry mass to generic market for residual hardwood, wet"", ""reference product"": ""residual softwood, wet"", ""unit"": ""cubic meter""}",,,1.0,choice_inherited_without_exact_source_review,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.211836
"bark chips, wet, measured as dry mass to generic market for residual hardwood, wet","residual softwood, wet",Europe without Switzerland,cubic meter,same_target,0.211836,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""reference product"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""unit"": ""cubic meter""}","{""location"": ""CH"", ""name"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""reference product"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""unit"": ""cubic meter""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""bark chips, wet, measured as dry mass to generic market for residual hardwood, wet"", ""reference product"": ""residual softwood, wet"", ""unit"": ""cubic meter""}",,,1.0,choice_inherited_without_exact_source_review,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.211836
"bark chips, wet, measured as dry mass to generic market for residual hardwood, wet","residual softwood, wet",RoW,cubic meter,same_target,0.211836,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""reference product"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""unit"": ""cubic meter""}","{""location"": ""CH"", ""name"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""reference product"": ""Residual wood, softwood, under bark, u=140%, holzpur, at forest road"", ""unit"": ""cubic meter""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""bark chips, wet, measured as dry mass to generic market for residual hardwood, wet"", ""reference product"": ""residual softwood, wet"", ""unit"": ""cubic meter""}",,,1.0,choice_inherited_without_exact_source_review,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.211836
