name,reference product,location,unit,outcome,previous_confidence,candidate_confidence,candidate_deprecated,candidate_geographic_proxy,evidence,previous_target,candidate_target,candidate_method,candidate_reasoning
"electricity production, hydro, run-of-river","electricity, high voltage",CA-QC,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CA-SK,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CA-YK,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CH,kilowatt hour,accept_energy_fuel,0.541099,1,False,False,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CL,kilowatt hour,accept_energy_fuel,0.521099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CL"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CN-AH,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CN-BJ,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CN-CQ,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CN-FJ,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CN-GD,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CN-GS,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CN-GX,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CN-GZ,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CN-HA,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CN-HB,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CN-HE,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CN-HL,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
"electricity production, hydro, run-of-river","electricity, high voltage",CN-HN,kilowatt hour,accept_energy_fuel,0.461099,1,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",curated,"[Curated] Romain's CSV, auto-reconciled."
